bot_id,path,validation_ok,validation_errors,qualified,baseline_bankroll,submission_bankroll,notes
IIT2024215/cpp_bot,/mnt/c/Users/Shivam/Documents/PokerBots-IIITA/submission/IIT2024215/cpp_bot,True,,True,-1798,1798,
